ztfname host_ra host_dec sn_ra sn_dec
ZTF19acnqsui 270.00000 -80.00000 120.75950 33.50508
ZTF19acnwvuw 334.92999 36.41159 334.93232 36.40979
ZTF19acnzkph 10.21541 2.84182 10.21354 2.84043
ZTF19acoaoty 46.37146 23.52244 46.37155 23.52278
ZTF19acojuzv 111.24687 55.39591 111.24766 55.39462
ZTF19acojxzo 129.38510 53.58306 129.38567 53.58376
ZTF19acokufi 128.80666 11.57827 128.80743 11.57775
ZTF19acokzjy 119.74946 12.53225 119.74818 12.53444
ZTF19acolhnl 187.05263 4.16039 187.05371 4.16018
ZTF19acordoi 270.79802 74.72772 270.79818 74.72762
ZTF19acoxgqw 97.33672 -12.15533 97.33695 -12.15537
ZTF19acoyxuv 196.14384 55.74219 196.14590 55.74330
ZTF19acpfnth 26.80839 -8.46248 26.80823 -8.46143
ZTF19acpgaet 50.32792 18.15565 50.32779 18.15522
ZTF19acpmdzh 173.94086 -2.76378 173.94155 -2.76186
ZTF19acpmuwu 330.66684 36.46195 330.66694 36.46177
ZTF19acqdato 152.57007 35.92610 152.57007 35.92612
ZTF19acqehbt 130.67961 19.65062 130.68172 19.65127
ZTF19acqmwtg 295.47768 -20.16789 295.47774 -20.16815
ZTF19acqupbp 90.67266 6.87546 90.67332 6.87485
ZTF19acqxoll 9.30436 25.97479 9.30565 25.97491
ZTF19acqypso 37.35677 51.21212 37.35693 51.21209
ZTF19acrbyzj 127.05340 0.02400 127.05452 0.02495
ZTF19acrcupt 308.01297 59.80902 308.01388 59.80858
ZTF19acrdcwh 329.28252 -14.96604 329.28241 -14.96678
ZTF19acrddcz 317.71813 -16.28014 317.71651 -16.28126
ZTF19acrdqej 41.20942 36.90592 41.20935 36.90595
ZTF19acrenwk 44.22662 13.17010 44.22659 13.16981
ZTF19acrichx 184.92758 -12.22513 184.92722 -12.22581
ZTF19acrmmpq 334.02046 -26.68019 334.02074 -26.67855
ZTF19acruaaa 157.84342 20.08621 157.84701 20.08299
ZTF19acruqph 352.71008 12.40416 352.70883 12.40482
ZTF19acrvfkz 128.40443 63.64916 128.40402 63.64924
ZTF19acrwzqs 137.79960 37.26933 137.79926 37.26975
ZTF19acryaon 14.45534 -17.64084 14.45526 -17.64100
ZTF19acsaoxd 123.00291 31.82568 123.00262 31.82638
ZTF19acsbxgw 192.85752 70.12634 192.85423 70.12899
ZTF19acsfpmi 343.13160 -19.46337 343.13144 -19.46400
ZTF19acsfvog 8.83346 -2.85110 8.83353 -2.85139
ZTF19acshfvz 26.94877 25.57359 26.95090 25.57546
ZTF19acshkft 29.78316 16.10097 29.78304 16.10123
ZTF19acslqnc 76.50925 51.82167 76.50650 51.82172
ZTF19acspfcb 167.79489 33.49943 167.79517 33.49947
ZTF19acsvqrx 64.42047 -3.51280 64.42142 -3.51220
ZTF19actaiag 275.20668 38.01520 275.20546 38.01497
ZTF19actfpma 152.48274 -3.00151 152.48635 -3.00227
ZTF19actfpmy 147.31922 -4.11018 147.32118 -4.10999
ZTF19actfqhp 156.27299 17.27009 156.27500 17.26929
ZTF19acthucv 8.45355 -0.14176 8.45348 -0.14176
ZTF19actldas 95.88436 50.40208 95.88313 50.40001
ZTF19actnwlw 142.17668 50.78653 142.17634 50.78709
ZTF19actzjrf 39.56057 -15.27029 39.55966 -15.27252
ZTF19acudiph 323.40240 14.57565 323.40340 14.57547
ZTF19acuitcy 11.60295 20.42189 11.60431 20.42166
ZTF19acukcte 16.71079 -5.39983 16.70920 -5.39989
ZTF19aculczm 5.07636 -5.30700 5.07623 -5.30691
ZTF19aculgvn 354.24836 36.65094 354.24468 36.65390
ZTF19aculypc 38.99952 10.44045 39.00559 10.45136
ZTF19acuybzx 100.15544 26.70875 100.15521 26.70889
ZTF19acuymeu 86.27401 15.50991 86.27455 15.51032
ZTF19acuyvtl 108.33986 60.86724 108.33900 60.86724
ZTF19acvdyyn 208.23093 3.02863 208.23067 3.02890
ZTF19acvdzfq 203.07628 7.94062 203.07660 7.94042
ZTF19acvgjme 347.78911 3.54952 347.78897 3.54958
ZTF19acvieqw 16.83813 9.75992 16.83898 9.76011
ZTF19acvijnj 19.64224 -0.22829 19.63908 -0.22825
ZTF19acvlycr 105.77310 71.88965 105.77044 71.88879
ZTF19acvmfeg 60.17862 -8.99980 60.18152 -9.00046
ZTF19acvrgde 145.79871 -8.24946 145.79877 -8.24933
ZTF19acvrigb 136.03426 39.67653 136.03288 39.67839
ZTF19acvtvlo 171.14017 34.53012 171.14128 34.53003
ZTF19acvwllm 12.91393 45.15084 12.91256 45.15127
ZTF19acwiqrc 1.77588 31.05377 1.77565 31.05367
ZTF19acwqvvn 73.46491 74.74444 73.46577 74.74421
ZTF19acwrqtv 26.08793 50.11587 26.08882 50.11588
ZTF19acwrujg 47.94622 38.46097 47.94587 38.46088
ZTF19acxguhd 339.21542 18.37980 339.21150 18.37911
ZTF19acxgwid 346.50388 0.31123 346.50388 0.31130
ZTF19acxgxcu 351.13536 5.11080 351.13833 5.11093
ZTF19acxhkvc 52.33434 37.84164 52.33380 37.84137
ZTF19acxlcdz 124.39072 56.04857 124.39083 56.04857
ZTF19acxlddi 131.25371 49.31230 131.25348 49.31213
ZTF19acxldra 270.00000 -80.00000 116.35276 31.58142
ZTF19acxlylb 175.33855 63.07810 175.33797 63.07823
ZTF19acxmiyh 77.35586 80.25909 77.34248 80.25908
ZTF19acxmmys 119.30147 83.25339 119.30132 83.25351
ZTF19acxndsk 137.19067 55.50584 137.19855 55.50340
ZTF19acxnemy 134.86582 35.00535 134.86565 35.00504
ZTF19acxngol 125.92266 21.43487 125.92297 21.43449
ZTF19acxniuc 126.24821 4.27646 126.24816 4.27638
ZTF19acxolhu 141.64281 -1.64991 141.64287 -1.65028
ZTF19acxovkl 151.25090 -4.79998 151.25086 -4.80057
ZTF19acxovyh 160.42654 6.19592 160.42800 6.19706
ZTF19acxowwt 147.12662 57.24030 147.12698 57.24024
ZTF19acxozhr 141.41681 13.13497 141.41642 13.13720
ZTF19acxphhl 178.95994 44.13524 178.95880 44.13875
ZTF19acxpkpv 192.48240 32.76609 192.48251 32.76623
ZTF19acxqakw 226.70330 8.74434 226.70258 8.74470
ZTF19acxxwiz 120.79202 20.44770 120.79165 20.44769
ZTF19acxyfkf 102.40352 56.13028 102.40170 56.12941
ZTF19acxysob 198.17971 51.94268 198.17992 51.94261
ZTF19acxyucu 196.65459 16.59133 196.65460 16.59139
ZTF19acxyumq 172.67576 47.50634 172.67578 47.50663
ZTF19acxyzcq 326.25390 9.12226 326.25359 9.12385
ZTF19acxzafe 291.48042 82.94301 291.46834 82.94311
ZTF19acxzdht 328.53503 22.29619 328.53460 22.29547
ZTF19acxzmck 14.66282 -9.19720 14.66291 -9.19715
ZTF19acyfakk 42.69937 33.51327 42.69611 33.51259
ZTF19acyfkbf 32.19268 12.33547 32.19518 12.33620
ZTF19acyfkzd 75.45413 6.01144 75.45458 6.00739
ZTF19acyflhv 77.08649 7.82096 77.08698 7.82095
ZTF19acyfoha 85.10311 -18.09839 85.10435 -18.09767
ZTF19acyftrs 51.67050 -23.49615 51.67659 -23.49885
ZTF19acygbye 70.21538 -15.99031 70.21526 -15.99022
ZTF19acygjgx 101.23830 45.70065 101.23220 45.70186
ZTF19acygjmg 103.76353 54.76963 103.76397 54.76965
ZTF19acygpcu 110.14816 55.77040 110.14831 55.77043
ZTF19acyiflj 152.89956 23.94405 152.89987 23.94383
ZTF19acyiqnw 193.20817 80.32397 193.20050 80.32361
ZTF19acyitga 159.79678 5.16266 159.79680 5.16189
ZTF19acykjad 351.44289 32.87434 351.44296 32.87432
ZTF19acykjcw 353.32122 30.84059 353.32221 30.83957
ZTF19acykqyr 17.21654 19.32730 17.21692 19.32440
ZTF19acyksfd 15.28099 8.15317 15.28075 8.15306
ZTF19acykzsp 28.35873 31.79973 28.35912 31.80100
ZTF19acylgic 79.33860 12.51727 79.33945 12.51739
ZTF19acyltbi 48.66737 -0.87038 48.66729 -0.87145
ZTF19acylvus 83.63118 -19.42079 83.63112 -19.42025
ZTF19acymaru 270.00000 -80.00000 80.46196 -19.26645
ZTF19acymcwv 36.24885 47.49469 36.24892 47.49783
ZTF19acymgzk 34.26413 45.86614 34.26350 45.86664
ZTF19acymixu 90.91334 60.72827 90.91386 60.72823
ZTF19acymuae 159.06105 52.94704 159.06216 52.94738
ZTF19acymudw 157.74281 42.67778 157.74237 42.67925
ZTF19acymzwh 217.49487 39.94064 217.50064 39.94587
ZTF19acyndbj 232.73385 82.45577 232.63254 82.44889
ZTF19acyndpl 218.29510 6.06341 218.29436 6.06360
ZTF19acynije 270.00000 -80.00000 6.09416 38.19746
ZTF19acyobbz 35.37858 -3.31496 35.37860 -3.31498
ZTF19acyogvo 57.65286 36.49452 57.65421 36.49323
ZTF19acypppb 66.37579 11.89105 66.37573 11.89107
ZTF19acyqdxa 63.91777 -5.91816 63.91740 -5.91842
ZTF19acyqwlm 119.44004 56.41298 119.44008 56.41295
ZTF19acytcoi 163.48276 79.15366 163.48260 79.15368
ZTF19acytidb 174.95262 23.53371 174.95111 23.53243
ZTF19aczjkxo 128.51307 -15.87857 128.51319 -15.87868
ZTF19aczjsdy 133.09303 -20.29148 133.09332 -20.29199
ZTF19aczjsqn 141.02951 2.36890 141.02937 2.36871
ZTF19aczjyre 167.25467 -14.63599 167.25505 -14.63621
ZTF19aczjyuf 166.00324 -18.77612 166.00093 -18.77653
ZTF19aczjzev 199.91324 5.10880 199.91347 5.10864
ZTF19aczllns 29.91718 5.98184 29.91787 5.98202
ZTF19aczrmvs 72.75730 7.65100 72.75562 7.64885
ZTF19adafqoe 112.97777 35.61895 112.97752 35.61937
ZTF19adaiyrd 166.99556 0.38321 166.99546 0.38184
ZTF19adaiyud 158.28195 -22.19474 158.28473 -22.18926
ZTF19adajivt 156.34246 11.12071 156.34264 11.12070
ZTF19adajqcq 237.95998 52.15161 237.96061 52.15176
ZTF19adajqsp 176.08249 -17.42798 176.08426 -17.42618
ZTF19adajqwl 221.86955 29.53687 221.86967 29.53678
ZTF19adakcrw 172.96347 44.89685 172.96092 44.89554
ZTF19adalouc 36.05441 -10.50438 36.05494 -10.50431
ZTF19adaylqy 346.80193 25.60652 346.80160 25.60732
ZTF19adbfhal 187.28673 3.70475 187.28722 3.70709
ZTF19adbmewx 2.21626 22.63212 2.21525 22.63404
ZTF19adbmwto 36.97504 0.74478 36.97490 0.74481
ZTF19adbnfne 31.45404 27.84540 31.45507 27.84569
ZTF19adbnlki 44.67705 32.57387 44.67621 32.57304
ZTF19adbpulv 45.38412 16.68215 45.38289 16.68139
ZTF19adbricc 112.75572 27.73323 112.75575 27.73314
ZTF19adbsfpf 62.15931 22.89262 62.15961 22.89331
ZTF19adcbpcj 138.91390 14.32336 138.91420 14.32311
ZTF19adcbxkw 142.67267 21.45616 142.67210 21.45591
ZTF19adcbyzc 149.22911 15.70281 149.22973 15.70252
ZTF19adcdgca 137.22471 55.31882 137.22463 55.31913
ZTF19adcdrng 160.46379 3.55299 160.46357 3.55306
ZTF19adcdtkw 147.59313 6.24705 147.59584 6.24325
ZTF19adcdtyy 162.62194 8.89803 162.62191 8.89812
ZTF19adcdzjm 179.63611 30.65609 179.63784 30.65681
ZTF19adcecwu 186.83481 64.80154 186.84095 64.79995
ZTF19adcetym 149.92232 49.25820 149.92202 49.25818
ZTF19adcfsdr 201.35648 13.41962 201.35600 13.41907
ZTF19adcghbt 9.17979 -26.38125 9.17580 -26.38049
ZTF19adcghvg 10.45024 -21.95868 10.44975 -21.95903
ZTF20aaaboph 338.94540 44.88058 338.94277 44.88233
ZTF20aaactgu 24.29832 40.36490 24.30099 40.36607
ZTF20aaavvlv 139.61933 28.14009 139.62374 28.14157
ZTF20aaawbkz 147.52719 5.72374 147.52710 5.72360
ZTF20aaawbxl 144.48889 6.74244 144.48947 6.74148
ZTF20aaawmxq 184.26735 58.59806 184.26797 58.59822
ZTF20aaaxacu 158.68213 11.05298 158.68567 11.05211
ZTF20aaaxerd 135.95333 -5.56674 135.95362 -5.56684
ZTF20aaaxrad 108.09305 60.84583 108.09441 60.84535
ZTF20aaayaet 134.21259 53.79507 134.21771 53.79443
ZTF20aaaymqt 164.86781 21.87746 164.86784 21.87754
ZTF20aaazhtk 236.82480 -16.47652 236.82674 -16.47770
ZTF20aabbvcx 12.48218 15.72330 12.48446 15.72491
ZTF20aabcouv 56.34437 4.26907 56.34418 4.27030
ZTF20aabqamf 184.70314 5.73823 184.70270 5.73763
ZTF20aabqbxm 190.34651 -11.15542 190.34561 -11.15581
ZTF20aabqdbo 183.90451 27.01197 183.90738 27.02437
ZTF20aabqiiy 238.71520 30.02531 238.71387 30.02525
ZTF20aabqisb 256.51165 70.77560 256.51532 70.77531
ZTF20aabqiti 254.60552 68.23253 254.60568 68.23249
ZTF20aabqjht 221.13548 35.10549 221.13585 35.10540
ZTF20aabqkla 191.40203 1.18142 191.40156 1.18363
ZTF20aabrydh 19.63676 -27.60443 19.63756 -27.60342
ZTF20aacbgvj 126.42810 -17.22146 126.42896 -17.22101
ZTF20aacbtgq 155.71947 54.06177 155.72068 54.06038
ZTF20aacciep 206.92500 -14.85813 206.92609 -14.85852
ZTF20aaccmjn 167.00580 55.87213 167.00592 55.87197
ZTF20aacdfep 251.22167 42.98276 251.21876 42.98227
ZTF20aacdhlf 246.64929 39.62942 246.64921 39.62969
ZTF20aacevxq 20.48264 50.04746 20.48951 50.04665
ZTF20aacexgb 37.41615 -27.75136 37.41603 -27.75145
ZTF20aacwxut 131.33013 2.92525 131.32720 2.92335
ZTF20aadcaop 213.03701 -4.11992 213.03698 -4.12036
ZTF20aadcbux 226.11965 8.36145 226.11978 8.36167
ZTF20aadccda 234.60697 13.50511 234.60694 13.50509
ZTF20aadccel 234.98186 21.64333 234.98187 21.64306
ZTF20aadcdzj 219.28404 79.94965 219.28435 79.94895
ZTF20aadcfva 198.85047 52.06644 198.85062 52.06782
ZTF20aadcitq 204.81033 38.99433 204.81069 38.99614
ZTF20aadfyjl 82.79388 1.71951 82.79374 1.71915
ZTF20aadvaoi 102.79584 65.59324 102.79482 65.59293
ZTF20aadvunl 108.20568 46.28107 108.20573 46.28116
ZTF20aadxcsc 163.74407 -8.39039 163.74406 -8.39041
ZTF20aadxvfj 186.51942 12.45981 186.51954 12.45987
ZTF20aadyukn 162.97671 65.71839 162.97668 65.71876
ZTF20aadzwnu 338.34812 11.51253 338.35007 11.51234
ZTF20aaeipdz 265.69137 51.19588 265.69219 51.19618
ZTF20aaemtgw 240.33843 16.67660 240.33497 16.67777
ZTF20aaeopvv 17.34464 21.72443 17.34426 21.72410
ZTF20aaepsqa 54.91123 7.30410 54.91466 7.30163
ZTF20aaerqjd 238.99531 53.75009 238.99559 53.75021
ZTF20aaervyn 225.36529 20.62493 225.36437 20.62319
ZTF20aaerxsd 210.22598 45.47256 210.22611 45.47266
ZTF20aaerzvi 6.27348 -3.54628 6.27481 -3.54450
ZTF20aaesewy 54.44885 3.27102 54.45296 3.27214
ZTF20aaeswym 19.84543 62.33421 19.84235 62.33403
ZTF20aaeszsm 59.92458 26.58889 59.92303 26.58888
ZTF20aaetvkh 75.85248 5.40459 75.85264 5.40337
ZTF20aaeujsk 130.48958 -17.91295 130.48959 -17.91258
ZTF20aaeuxqk 210.21240 81.84681 210.21952 81.84663
ZTF20aaevbvv 105.84487 33.01393 105.84467 33.01390
ZTF20aaevgyr 196.20620 10.75971 196.20706 10.75981
ZTF20aaewban 48.22670 -17.71329 48.22713 -17.71324
ZTF20aaezaxk 25.87013 22.20062 25.87035 22.20090
ZTF20aaezizk 100.18034 42.12939 100.18087 42.12852
ZTF20aafanxk 83.90053 11.77017 83.90021 11.77092
ZTF20aafcgca 123.70872 49.13853 123.70833 49.13899
ZTF20aafciit 200.29620 53.39134 200.29648 53.39210
ZTF20aafcjln 182.90436 0.32251 182.90415 0.32226
ZTF20aafcmfi 171.77368 -4.03453 171.77385 -4.03463
ZTF20aafcnem 246.02846 81.11410 246.03503 81.11423
ZTF20aafdeza 1.37956 25.94718 1.38112 25.94770
ZTF20aafdglk 270.00000 -80.00000 10.13014 37.66797
ZTF20aafeadg 106.45400 13.87182 106.45425 13.87040
ZTF20aafedbk 107.15894 27.85478 107.15887 27.85483
ZTF20aafemum 112.53841 19.86040 112.53897 19.86054
ZTF20aaffgwg 110.74592 53.99584 110.74498 53.99705
ZTF20aafgbrf 97.09135 21.64661 97.09238 21.64668
ZTF20aafjjqj 128.66623 38.36242 128.66606 38.36265
ZTF20aaflaug 181.43833 54.38719 181.44301 54.38948
ZTF20aaflngq 17.19548 -13.56463 17.19484 -13.56449
ZTF20aafmdlx 56.50294 -26.84487 56.50275 -26.84472
ZTF20aafnrtm 69.32482 -22.21596 69.32474 -22.21589
ZTF20aafqpum 46.52639 13.91263 46.52700 13.91345
ZTF20aafrihv 145.98588 49.87070 145.98619 49.87057
ZTF20aafrjqw 157.70362 19.72637 157.70507 19.72548
ZTF20aafsnpp 204.33760 61.98645 204.33685 61.98607
ZTF20aaftsqt 189.92988 30.20117 189.92988 30.20119
ZTF20aafvzhu 32.40372 15.29607 32.40529 15.29590
ZTF20aafwbcs 10.58870 29.68578 10.58854 29.68591
ZTF20aafxftu 83.10497 -27.41131 83.10340 -27.41057
ZTF20aafxygy 122.55610 7.62151 122.55619 7.62159
ZTF20aafzcab 123.99856 -18.28033 123.99978 -18.28107
ZTF20aagfjlj 152.99052 -1.95168 152.99126 -1.95168
ZTF20aaghlkv 270.00000 -80.00000 194.27064 29.08875
ZTF20aaghnxd 191.79319 29.57615 191.79328 29.57602
ZTF20aaghoqz 228.45187 8.33116 228.45178 8.33127
ZTF20aaghpdc 258.21537 79.06089 258.20430 79.06158
ZTF20aaglivt 134.08061 11.98901 134.07863 11.98723
ZTF20aagloch 142.16420 55.17637 142.16445 55.17654
ZTF20aagmrid 238.05090 4.84694 238.05059 4.84467
ZTF20aagnbpw 203.10637 38.36004 203.10543 38.36105
ZTF20aagryod 91.38167 27.21585 91.38206 27.21537
ZTF20aagvvnr 162.48706 13.94323 162.48784 13.94419
ZTF20aagwsdp 123.50967 15.83125 123.50997 15.83166
ZTF20aagyuvy 25.84887 13.50931 25.84819 13.50863
ZTF20aagzchj 33.50014 18.14813 33.49949 18.14720
ZTF20aagzdjp 20.30194 23.42360 20.30199 23.42377
ZTF20aagzqsb 41.67181 7.75453 41.67192 7.75454
ZTF20aagzzbi 10.61129 44.34837 10.61182 44.34893
ZTF20aahapsq 89.76461 -21.01878 89.76455 -21.01842
ZTF20aahaxjl 113.68240 18.04237 113.68206 18.04252
ZTF20aahdwze 148.57050 51.68098 148.57067 51.68128
ZTF20aahfobk 181.39261 61.92262 181.39505 61.92359
ZTF20aahgexl 186.35617 31.67497 186.35612 31.67496
ZTF20aahggbm 172.00005 16.60740 172.00012 16.60736
ZTF20aahgmud 270.00000 -80.00000 190.43532 17.57883
ZTF20aahidaa 355.56864 33.07096 355.56859 33.07111
ZTF20aahidph 17.32534 2.20447 17.31987 2.20089
ZTF20aahirkk 1.63842 3.26872 1.63801 3.26872
ZTF20aahirqq 10.18927 8.99102 10.18958 8.99104
ZTF20aahjymt 128.16046 -4.28624 128.16071 -4.28605
ZTF20aahkgcz 144.13284 59.40508 144.13139 59.40455
ZTF20aahmvfw 125.47041 -23.48229 125.47190 -23.48260
ZTF20aahptds 195.21573 62.79525 195.22123 62.79593
ZTF20aahpwym 245.44301 50.72762 245.44290 50.72781
ZTF20aahpxzz 215.88344 17.44946 215.88346 17.44955
ZTF20aahqabk 205.68071 0.76566 205.68223 0.76644
ZTF20aahqbib 225.22898 8.58226 225.23243 8.58015
ZTF20aahqcup 241.83616 37.02403 241.83399 37.02511
ZTF20aahtjat 32.11937 11.23332 32.12112 11.23485
ZTF20aahtral 48.23567 -11.62990 48.23661 -11.62877
ZTF20aahujpd 78.48878 22.33434 78.48915 22.33394
ZTF20aahzyep 174.87397 23.93366 174.87390 23.93367
ZTF20aahzyml 151.27516 -12.12650 151.27497 -12.12661
ZTF20aaiaaoi 147.29291 11.13973 147.29288 11.13963
ZTF20aaiawlj 173.52569 -9.02123 173.52555 -9.02179
ZTF20aaichor 270.00000 -80.00000 141.91864 35.53009
ZTF20aaideho 179.82395 -0.43157 179.82371 -0.43194
ZTF20aaidnyk 178.30737 -7.70685 178.30767 -7.70894
ZTF20aaifkyj 179.99287 4.92094 179.99274 4.92184
ZTF20aaifsri 212.33307 -12.46760 212.33408 -12.46853
ZTF20aaifyab 258.34238 43.90249 258.34052 43.90179
ZTF20aaifyfx 253.00611 23.53981 253.00622 23.53966
ZTF20aaifyrs 255.38548 27.94136 255.38612 27.94273
ZTF20aaifyvz 251.75023 15.58535 251.74984 15.58526
ZTF20aaiihky 12.83728 25.00329 12.83711 25.00452
ZTF20aairvsi 270.00000 -80.00000 108.45392 35.83647
ZTF20aaivego 30.61005 10.96665 30.61010 10.96659
ZTF20aaivjce 43.94955 15.09971 43.94931 15.10034
ZTF20aaivvwa 85.61628 -21.27753 85.61622 -21.27763
ZTF20aajbsxt 153.12579 41.77739 153.12492 41.77829
ZTF20aajjxwc 130.30623 68.70766 130.30321 68.70704
ZTF20aajvcwd 186.17419 -3.35357 186.17436 -3.35368
ZTF20aajystl 65.47805 -27.02189 65.48301 -27.02156
ZTF20aakbtyz 175.57975 44.96264 175.57925 44.96203
ZTF20aakfofq 114.66421 28.65415 114.66552 28.65285
ZTF20aakhpmp 350.45533 3.82842 350.45546 3.82834
ZTF20aakndsn 154.24009 -25.18121 154.24014 -25.18116
ZTF20aaknzba 210.39153 23.85038 210.39158 23.85032
ZTF20aakodiq 226.16549 35.94860 226.16703 35.94995
ZTF20aakrgsq 187.83604 39.97756 187.83600 39.97748
ZTF20aakyoez 200.87064 62.44707 200.87092 62.44623
ZTF20aakzezp 189.97585 -23.88371 189.97582 -23.88279
ZTF20aalbjpf 73.83318 -15.97828 73.83401 -15.97867
ZTF20aalbjqh 71.91364 -14.64804 71.91387 -14.64837
ZTF20aalejtl 119.01136 33.78727 119.01178 33.78713
ZTF20aaljgcp 213.99503 68.29743 213.99364 68.29767
ZTF20aalkcea 46.85378 -13.65135 46.85223 -13.65041
ZTF20aalkfei 350.66374 21.18579 350.66386 21.18640
ZTF20aalkfui 10.29035 16.46109 10.28972 16.46154
ZTF20aalmeaj 117.27871 12.09265 117.27920 12.09118
ZTF20aalrksw 222.11998 -5.30385 222.12048 -5.30416
ZTF20aalrptc 234.76535 31.19794 234.76487 31.19842
ZTF20aalyeut 175.67880 7.85227 175.67797 7.85147
ZTF20aamaqak 170.87675 29.22853 170.87539 29.22970
ZTF20aambbfn 158.37453 49.31751 158.37456 49.31730
ZTF20aamcvyp 139.03145 -8.96885 139.03147 -8.96883
ZTF20aamdhut 175.24320 -11.44881 175.24407 -11.44936
ZTF20aamdqiz 170.52714 17.75339 170.52673 17.76193
ZTF20aamdsjv 188.46596 31.31030 188.46663 31.30993
ZTF20aamdyal 248.50816 62.82371 248.50611 62.82377
ZTF20aamenwg 65.26206 -4.91381 65.26203 -4.91375
ZTF20aamerev 108.80538 58.07736 108.80584 58.07751
ZTF20aamfpcj 146.60868 21.22920 146.60833 21.22921
ZTF20aamgdkb 174.66666 67.59026 174.66403 67.58964
ZTF20aamhocj 271.99943 32.87788 272.00003 32.87804
ZTF20aamibse 214.82711 0.05774 214.82752 0.05785
ZTF20aamifit 275.70617 47.83132 275.70674 47.83202
ZTF20aamiwbp 58.02419 22.60623 58.02619 22.60577
ZTF20aamizsz 53.45296 -19.56099 53.45548 -19.56238
ZTF20aamknna 218.08885 -3.66985 218.08784 -3.67030
ZTF20aamknxn 229.05365 32.65123 229.05342 32.65150
ZTF20aamksoq 184.29093 3.63544 184.29147 3.63343
ZTF20aamkyyx 189.15242 8.58702 189.15253 8.58760
ZTF20aammbrw 167.45284 0.80439 167.45281 0.80440
ZTF20aammgop 207.02530 -13.82155 207.02550 -13.82149
ZTF20aammhli 269.05061 62.75898 269.04875 62.75710
ZTF20aammicx 261.50601 34.62737 261.50554 34.62741
ZTF20aammnnm 127.86459 37.45955 127.86492 37.46012
ZTF20aamntsk 107.87836 58.94971 107.88043 58.95155
ZTF20aamnvij 144.52413 24.01185 144.52336 24.01154
ZTF20aamovgw 9.41858 37.62660 9.41738 37.62598
ZTF20aamqslk 170.31026 38.77198 170.31063 38.77210
ZTF20aamqxyi 90.41876 -25.00987 90.42166 -25.00876
ZTF20aamsjws 160.96222 18.65643 160.96144 18.65841
ZTF20aamttmo 257.07934 18.29864 257.07955 18.29962
ZTF20aamttni 247.98436 14.04382 247.98613 14.04422
ZTF20aamujvi 18.78342 1.50197 18.78554 1.50158
ZTF20aamuqwn 68.35551 -4.26536 68.35654 -4.26584
ZTF20aamurxn 84.59274 -20.59007 84.59240 -20.59012
ZTF20aamvoeh 33.50203 38.93629 33.50200 38.93631
ZTF20aamvoxx 39.39885 26.92072 39.39908 26.92061
ZTF20aamvqxl 29.23709 53.67015 29.23792 53.66889
ZTF20aamvtip 38.08249 27.81009 38.08254 27.81008
ZTF20aamwfea 129.08937 -25.53354 129.08853 -25.53292
ZTF20aamxhlg 88.85715 51.94738 88.85716 51.94718
ZTF20aamzxiu 205.19386 40.05826 205.19427 40.05787
ZTF20aanadlu 290.28672 43.32631 290.28403 43.32863
ZTF20aanaeev 301.87014 51.87099 301.87043 51.87081
ZTF20aanafck 295.50172 41.66239 295.50373 41.66233
ZTF20aanafwi 265.79762 21.24577 265.79819 21.24609
ZTF20aanaibf 302.41055 62.55851 302.41135 62.55855
ZTF20aanakge 12.62964 41.48385 12.63056 41.48418
ZTF20aanaltd 9.74152 43.44044 9.74057 43.44100
ZTF20aanaoyz 24.59412 23.38238 24.59411 23.38227
ZTF20aanbfbf 44.66475 40.88514 44.66514 40.88468
ZTF20aanbvqg 80.19363 -9.02273 80.19528 -9.02246
ZTF20aandwrl 158.90020 22.64163 158.89853 22.64064
ZTF20aankhoa 231.14739 53.77309 231.14685 53.77308
ZTF20aankixb 237.46402 34.52050 237.46369 34.52054
ZTF20aannodx 115.17289 72.97571 115.17201 72.97567
ZTF20aanrdek 137.11758 1.87916 137.11738 1.87913
ZTF20aansktb 195.62270 28.20444 195.62272 28.20442
ZTF20aansmlm 188.02496 -8.12930 188.02551 -8.13054
ZTF20aansmsj 198.56201 19.94501 198.56189 19.94435
ZTF20aanvliy 208.56582 1.82922 208.56571 1.82924
ZTF20aanvpzo 224.37888 8.39065 224.37599 8.38993
ZTF20aanvqhk 244.81514 15.11974 244.81328 15.11954
ZTF20aanvsds 258.31908 54.82751 258.32067 54.82757
ZTF20aanyepz 140.10749 -3.40539 140.10941 -3.40498
ZTF20aanyxvu 108.40636 42.77845 108.40495 42.78121
ZTF20aaodkvl 250.42522 68.51340 250.42125 68.51553
ZTF20aaogrqe 93.24603 48.15840 93.24804 48.15855
ZTF20aaojrsc 142.14158 14.99347 142.14159 14.99367
ZTF20aaomeaa 84.97277 59.46084 84.97415 59.46093
ZTF20aaomtwl 108.91927 30.76939 108.91968 30.76942
ZTF20aaoojli 119.48301 30.02753 119.48290 30.02693
ZTF20aaormnl 135.53104 12.36167 135.53115 12.36168
ZTF20aaosoct 148.43943 -4.99187 148.43931 -4.99222
ZTF20aaosuzy 175.10489 59.57473 175.10573 59.57507
ZTF20aaowuim 165.29713 12.47475 165.29718 12.47468
ZTF20aapadwx 216.19678 26.28820 216.19743 26.28762
ZTF20aapcmur 235.28243 22.12611 235.28041 22.12916
ZTF20aapdgaw 48.08316 41.28219 48.08178 41.28216
ZTF20aaporoa 202.14514 -13.00242 202.14607 -13.00176
ZTF20aappcup 213.11425 -5.82361 213.11404 -5.82341
