ztfname host_ra host_dec sn_ra sn_dec
ZTF19aazgpar 261.58938 19.61832 261.58805 19.62063
ZTF19aaziick 247.51894 27.05606 247.51920 27.05608
ZTF19aazlsfj 324.61298 0.55308 324.61651 0.54669
ZTF19aazpkyv 319.87142 30.00687 319.87187 30.00658
ZTF19aazpnlc 32.77686 29.36710 32.77749 29.36771
ZTF19aazppeu 41.36247 45.96826 41.36130 45.97197
ZTF19aazpvyr 203.52193 -18.58138 203.52285 -18.58201
ZTF19aazxcvl 214.02207 45.65993 214.02258 45.66012
ZTF19aazzpje 238.65871 24.69006 238.65851 24.69080
ZTF19ababigc 328.40869 -7.32404 328.40889 -7.32439
ZTF19ababmsi 26.89919 25.85538 26.89530 25.84896
ZTF19abacxwt 200.87609 6.10388 200.87603 6.10406
ZTF19abadskf 348.61428 8.26153 348.61331 8.26336
ZTF19abaejrh 356.89261 16.35063 356.89253 16.35067
ZTF19abaejto 353.75306 23.13929 353.75211 23.13932
ZTF19abaesgr 198.62510 -8.41777 198.62536 -8.41805
ZTF19abaeyln 231.27760 11.58621 231.27888 11.58519
ZTF19abafrvy 204.57347 3.39608 204.57334 3.39607
ZTF19abahsdc 200.28126 -10.91496 200.28252 -10.91611
ZTF19abahsgg 181.73226 19.52531 181.73293 19.52653
ZTF19abahvdh 232.86428 7.09596 232.86437 7.09526
ZTF19abajrpw 14.01500 9.60953 14.01599 9.61139
ZTF19abajuqh 325.44283 7.20256 325.44255 7.20252
ZTF19abakdjd 256.29386 41.77868 256.29239 41.77946
ZTF19abakjao 209.02994 37.56408 209.03000 37.56437
ZTF19abakjci 190.12308 42.04196 190.12362 42.04184
ZTF19abalbim 280.56412 24.89728 280.56622 24.89688
ZTF19abalrbb 273.34404 11.49127 273.34256 11.49282
ZTF19abanfrn 185.13101 6.03021 185.13115 6.03026
ZTF19abangub 197.11309 23.11630 197.11293 23.11442
ZTF19abangws 188.54351 15.96549 188.54400 15.96508
ZTF19abanlgl 201.51590 -9.57177 201.51592 -9.57183
ZTF19abaosan 229.81111 7.86548 229.81069 7.86639
ZTF19abasxkg 23.42159 38.02142 23.42155 38.02138
ZTF19abattvp 329.54779 -11.44969 329.54790 -11.44977
ZTF19abatvit 335.54733 -4.00669 335.54726 -4.00671
ZTF19abaukyt 245.60494 44.78565 245.60510 44.78554
ZTF19abauzma 239.11519 19.16864 239.11331 19.16842
ZTF19abbvzgr 262.82198 36.44995 262.82250 36.45058
ZTF19abbwbrw 249.75730 44.09155 249.75722 44.09149
ZTF19abcejlc 12.93107 -12.21323 12.93137 -12.21274
ZTF19abcejoa 9.96640 -13.26630 9.96639 -13.26622
ZTF19abcfzdy 219.28095 33.12434 219.28137 33.12575
ZTF19abcgdoz 220.07716 26.33463 220.07719 26.33472
ZTF19abciuew 275.61502 51.09847 275.61419 51.09927
ZTF19abcncdg 226.87666 -5.45664 226.87635 -5.45670
ZTF19abcndvf 189.27430 41.69215 189.27431 41.69196
ZTF19abcnpkt 264.82058 16.15252 264.81986 16.15297
ZTF19abctnpk 340.46894 18.64928 340.46901 18.64918
ZTF19abcttsc 16.67819 49.23282 16.67585 49.23448
ZTF19abcunya 215.13704 25.34412 215.13820 25.34275
ZTF19abcvrpm 247.50524 36.96456 247.50539 36.96470
ZTF19abddqhy 216.43890 -3.23094 216.43574 -3.23302
ZTF19abdduix 270.00000 -80.00000 183.17119 38.83120
ZTF19abdgpuv 270.00000 -80.00000 251.69227 32.35256
ZTF19abdjsss 329.95425 -27.15098 329.95400 -27.15127
ZTF19abdjwtv 316.37474 -20.85238 316.37482 -20.85239
ZTF19abdkbwy 270.00000 -80.00000 310.67372 -20.93228
ZTF19abdkcib 6.06249 -9.26776 6.06160 -9.26828
ZTF19abdkcts 12.28015 -13.76786 12.27928 -13.76735
ZTF19abdkdir 16.47981 0.34497 16.47836 0.34520
ZTF19abdkdoz 21.26614 -2.50183 21.26972 -2.50308
ZTF19abdkecj 19.68159 9.20500 19.68640 9.20590
ZTF19abdketn 20.67173 11.38884 20.67133 11.38883
ZTF19abdkfqe 31.48555 18.44812 31.48334 18.44501
ZTF19abdkfxp 27.19382 20.26525 27.19157 20.26808
ZTF19abdkgns 23.10744 34.50556 23.10541 34.50158
ZTF19abdlqbu 194.95379 41.27141 194.95393 41.27134
ZTF19abdmdow 201.98150 15.74870 201.98078 15.74896
ZTF19abdmfgf 227.13555 5.84304 227.13523 5.84345
ZTF19abdogun 273.76450 49.95630 273.76359 49.95581
ZTF19abdoznh 267.02088 15.89820 267.01843 15.89701
ZTF19abdqaao 347.58269 22.79689 347.58263 22.79713
ZTF19abdqapq 340.74002 29.60633 340.73971 29.60644
ZTF19abdrwsz 333.68737 13.85890 333.68294 13.86474
ZTF19abdsntm 183.54718 -0.83156 183.54456 -0.84601
ZTF19abdvpfj 247.81166 34.36551 247.81080 34.36666
ZTF19abdyawn 332.33865 44.97365 332.34174 44.97497
ZTF19abdzehg 331.90699 22.06488 331.90691 22.06114
ZTF19abdznxo 196.49553 8.33295 196.49556 8.33312
ZTF19abegruk 44.11217 29.54427 44.11210 29.54429
ZTF19abegxob 18.60377 -7.47776 18.60169 -7.47534
ZTF19abeizmo 163.35394 75.93882 163.35317 75.93897
ZTF19abeloei 250.59021 78.91390 250.60295 78.91506
ZTF19abetjcx 245.79630 0.81259 245.79504 0.81075
ZTF19abewqfb 270.50753 31.72608 270.50922 31.72623
ZTF19abexfad 294.62531 -6.46934 294.62582 -6.46834
ZTF19abeytzv 342.76994 5.42954 342.77019 5.42951
ZTF19abfaqqo 270.00000 -80.00000 197.31118 51.58587
ZTF19abfdsbu 224.80012 48.34801 224.79938 48.34914
ZTF19abfdszw 217.94914 55.94747 217.94894 55.94588
ZTF19abfdupx 264.92893 55.38865 264.92890 55.38888
ZTF19abfhszx 316.21448 -22.04078 316.21393 -22.04103
ZTF19abfibel 19.99143 2.24360 19.99068 2.24448
ZTF19abfjjlk 200.81023 21.54926 200.80942 21.54812
ZTF19abfpupe 319.91534 -13.74795 319.91506 -13.74769
ZTF19abfqhis 34.63438 2.90436 34.63266 2.90583
ZTF19abfvemi 344.63427 -27.66030 344.63421 -27.66017
ZTF19abfvhlx 334.93424 -12.30333 334.93401 -12.30356
ZTF19abfvovo 345.93160 37.42785 345.93132 37.42740
ZTF19abfvpkq 58.16019 35.77532 58.16027 35.77527
ZTF19abfwdyt 177.18331 14.05290 177.18199 14.05122
ZTF19abfwfei 187.64752 42.96544 187.64855 42.97131
ZTF19abfwhja 191.85676 25.38814 191.85665 25.38796
ZTF19abfwnar 242.04730 54.87028 242.04599 54.86955
ZTF19abfwtkw 255.83894 55.72649 255.83913 55.72649
ZTF19abgbkwv 230.60503 1.02507 230.60414 1.02521
ZTF19abgcbey 272.61006 43.75483 272.61012 43.75485
ZTF19abgfrbl 358.05782 17.67900 358.05683 17.67910
ZTF19abggnnp 241.89574 48.03619 241.89507 48.03495
ZTF19abgjlef 7.44861 17.55742 7.44873 17.55748
ZTF19abglmpf 291.81282 43.90928 291.81304 43.90953
ZTF19abgmjtu 40.56484 5.75597 40.56484 5.75608
ZTF19abgmxwn 333.78593 -21.17208 333.78587 -21.17189
ZTF19abgnuri 247.22790 70.03298 247.23154 70.03303
ZTF19abgppki 243.57138 30.99946 243.57090 30.99944
ZTF19abgprpq 265.75329 25.09815 265.75162 25.09922
ZTF19abgqvyr 2.78659 5.06151 2.78707 5.06180
ZTF19abgqwed 16.09925 -0.97072 16.09940 -0.97107
ZTF19abgrcxs 26.82645 17.39878 26.82642 17.39856
ZTF19abgsyrp 275.62845 18.56701 275.62869 18.56701
ZTF19abguzsx 226.78349 3.78246 226.78346 3.78310
ZTF19abhbjge 240.95618 -6.59563 240.95518 -6.59560
ZTF19abhdlxp 29.74117 -2.97639 29.74104 -2.97650
ZTF19abhdqlq 300.88229 -8.61410 300.88628 -8.61013
ZTF19abheamc 7.21490 -1.07288 7.21544 -1.07352
ZTF19abhemuy 204.67099 32.30636 204.66922 32.30500
ZTF19abhhocz 322.86650 -6.02288 322.86709 -6.02396
ZTF19abhiayh 335.71474 17.38081 335.71547 17.38174
ZTF19abhibzk 6.61483 38.12401 6.61545 38.12330
ZTF19abhjhes 23.79449 28.52507 23.79465 28.52493
ZTF19abhphah 287.60777 50.57084 287.60779 50.57055
ZTF19abhpvfq 322.37626 -23.11554 322.37575 -23.11539
ZTF19abhxllw 336.61341 3.47262 336.61277 3.47535
ZTF19abhzdjp 232.95113 55.42970 232.95151 55.42959
ZTF19abhzelh 240.53186 52.44196 240.52396 52.44404
ZTF19abhzewi 227.76129 52.05003 227.76401 52.05017
ZTF19abhztqq 262.00395 55.38373 262.00413 55.38344
ZTF19abiahik 301.51901 8.15557 301.52572 8.15234
ZTF19abidbqp 26.54975 -16.28363 26.54634 -16.28462
ZTF19abidfsb 347.27747 -17.67426 347.27736 -17.67425
ZTF19abidfxd 342.70638 -11.01212 342.70759 -11.01159
ZTF19abimkwn 336.19345 43.54949 336.19396 43.54962
ZTF19abimlck 346.07905 46.53662 346.07679 46.53604
ZTF19abimzvh 6.50033 51.38120 6.50006 51.38135
ZTF19abinjcy 272.77263 69.59266 272.77263 69.59265
ZTF19abipmfl 342.07130 -2.81870 342.07131 -2.81867
ZTF19abirbpd 9.91513 30.17948 9.91441 30.17818
ZTF19abisbgx 9.35827 -9.50722 9.35842 -9.50743
ZTF19abitbcj 239.88181 43.42930 239.88110 43.42959
ZTF19abitljz 262.84873 19.96586 262.84861 19.96643
ZTF19abixauz 308.10625 0.63738 308.10607 0.63716
ZTF19abizgve 356.93623 -27.48748 356.93834 -27.48569
ZTF19abjamgc 4.66768 -15.80124 4.66655 -15.80193
ZTF19abjarhj 5.79802 25.30515 5.80052 25.30545
ZTF19abjarnh 10.62381 24.22018 10.62410 24.22022
ZTF19abjblwu 224.15526 3.19590 224.15550 3.19572
ZTF19abjgbmo 43.36958 -11.54378 43.37190 -11.54206
ZTF19abjgdko 54.08258 14.23685 54.08250 14.23692
ZTF19abjibet 247.55674 66.63342 247.55818 66.63382
ZTF19abjozed 20.98861 1.03499 20.98832 1.03635
ZTF19abjpelp 3.58940 -21.15582 3.59061 -21.15524
ZTF19abjpkdz 38.99952 10.44045 38.99698 10.44198
ZTF19abjrkqn 190.90477 64.52095 190.90389 64.52088
ZTF19abjslyw 221.38355 43.24178 221.38316 43.24201
ZTF19abjswdz 268.54999 4.76567 268.55006 4.76686
ZTF19abkcpxe 348.26116 -13.62305 348.26434 -13.62200
ZTF19abkdeae 1.81806 19.26007 1.81775 19.26019
ZTF19abkdehm 359.53332 17.76767 359.53318 17.76773
ZTF19abkdrir 19.09194 -17.75618 19.09080 -17.75442
ZTF19abkdsce 13.11918 -11.66126 13.12018 -11.66079
ZTF19abkeuto 331.59608 0.67306 331.59588 0.67287
ZTF19abkgbul 54.55866 10.08434 54.56079 10.08335
ZTF19abkrbjt 254.42102 39.04879 254.42059 39.04891
ZTF19ablekwo 3.83908 46.73583 3.83901 46.73573
ZTF19ablfaey 353.39803 -15.64693 353.39740 -15.64718
ZTF19ablfcjr 351.50214 -1.22214 351.50178 -1.22194
ZTF19ablovot 16.53238 -6.14583 16.53247 -6.14582
ZTF19ablpfhz 48.23131 36.39398 48.23170 36.39369
ZTF19ablpnmk 8.68600 1.57536 8.68521 1.57491
ZTF19ablpxtf 54.72604 66.29719 54.72368 66.29517
ZTF19ablqnuw 13.04003 -1.11887 13.04003 -1.11809
ZTF19ablrkfz 236.69566 32.12885 236.69561 32.12881
ZTF19ablusdf 288.78522 42.06702 288.78432 42.06202
ZTF19abmolyr 355.31828 25.55080 355.32006 25.55004
ZTF19abmpoxa 3.51821 -24.07062 3.51837 -24.07120
ZTF19abmprjj 18.44003 -21.72463 18.43955 -21.72467
ZTF19abmqasg 74.96182 21.36022 74.96184 21.36013
ZTF19abmylxw 295.31908 51.81833 295.33202 51.81658
ZTF19abmzmom 304.06313 -18.49404 304.06245 -18.49369
ZTF19abmzord 335.76990 -3.01563 335.76945 -3.01539
ZTF19abnagzk 356.14667 48.35804 356.14508 48.35869
ZTF19abnhegb 2.92159 -9.67126 2.92169 -9.67151
ZTF19abnimpq 31.34658 30.76660 31.34704 30.76710
ZTF19abnishu 20.40498 -1.14678 20.40503 -1.14665
ZTF19abnkrcd 267.02285 15.70797 267.02325 15.70805
ZTF19abnktws 236.68348 28.19854 236.67979 28.19821
ZTF19abnmnrz 264.45532 57.78029 264.45554 57.78043
ZTF19abnmrqt 278.30809 50.35891 278.30803 50.35877
ZTF19abnoxud 333.01224 0.05394 333.01108 0.05219
ZTF19abnxglw 273.64209 41.23835 273.64089 41.23962
ZTF19abocled 84.65577 62.26710 84.65578 62.26713
ZTF19abomiel 276.20022 40.18975 276.20078 40.18967
ZTF19abopflp 9.13252 29.80043 9.13244 29.80012
ZTF19abopyyu 24.13132 26.93036 24.13183 26.93029
ZTF19abormno 216.84117 16.52692 216.84084 16.52648
ZTF19abornyn 266.68084 23.03206 266.68225 23.03212
ZTF19abotfag 315.46960 -13.74944 315.46780 -13.75111
ZTF19aboudfp 8.38785 21.78284 8.38841 21.78565
ZTF19abovtfk 222.64042 34.50400 222.64204 34.50307
ZTF19abowcic 268.40360 60.83998 268.40948 60.84027
ZTF19aboxjlj 337.21619 36.93353 337.21628 36.93390
ZTF19abozuxh 1.81817 32.18909 1.81812 32.18927
ZTF19abpavsn 64.54363 -4.41117 64.54357 -4.41128
ZTF19abpbbxx 32.15130 6.11264 32.15148 6.11216
ZTF19abpbmli 241.85669 15.63616 241.85728 15.63585
ZTF19abpbqor 264.86148 31.24174 264.86209 31.24338
ZTF19abpbvsk 280.59597 45.92786 280.59898 45.92893
ZTF19abpelgt 11.44775 15.53722 11.44720 15.53761
ZTF19abpfxfs 37.52731 44.05214 37.53004 44.04984
ZTF19abpgggu 32.80406 25.58188 32.80413 25.58201
ZTF19abplfxs 51.69155 1.18356 51.69067 1.18330
ZTF19abpmetl 306.09236 15.46302 306.09340 15.46218
ZTF19abpnrqa 76.64923 7.59482 76.65167 7.59567
ZTF19abpnsck 56.15612 -20.17021 56.15862 -20.17000
ZTF19abpqvdh 346.41826 27.66544 346.41981 27.66594
ZTF19abptrnn 41.07154 26.11130 41.07196 26.11279
ZTF19abpveqn 273.37270 2.46121 273.37147 2.46157
ZTF19abpxcaf 31.10097 3.18636 31.09970 3.18673
ZTF19abpxttd 272.68849 11.08870 272.68814 11.08882
ZTF19abpyjqx 238.58506 21.46025 238.58534 21.45864
ZTF19abpypvc 273.98112 27.60845 273.98109 27.60847
ZTF19abpztlw 25.69482 -5.33871 25.69462 -5.33884
ZTF19abpzuzd 6.43644 20.27794 6.43623 20.27775
ZTF19abqanpy 56.26905 41.99860 56.26431 41.99838
ZTF19abqgrht 337.90008 -8.56015 337.90007 -8.56017
ZTF19abqgwuy 41.73524 -24.80924 41.72989 -24.80662
ZTF19abqgxpt 81.74764 -3.90309 81.74896 -3.90194
ZTF19abqgytb 105.04635 32.89739 105.04676 32.89600
ZTF19abqgzea 85.63752 54.12748 85.63780 54.12571
ZTF19abqhikf 244.82597 42.21911 244.82646 42.21934
ZTF19abqimia 311.39744 -8.05199 311.39751 -8.05197
ZTF19abqirpa 314.35411 -17.47560 314.35429 -17.47564
ZTF19abqjypm 315.01191 -14.36472 315.01179 -14.36471
ZTF19abqkpoi 340.54488 -7.33208 340.54479 -7.33218
ZTF19abqlrtb 61.27070 -6.60436 61.27070 -6.60486
ZTF19abqmjdq 41.13045 14.91969 41.12830 14.91827
ZTF19abqmpsr 45.08321 18.74197 45.08447 18.74368
ZTF19abqmpti 251.39132 -6.32476 251.39129 -6.32470
ZTF19abqmucc 216.84447 15.04996 216.84454 15.04906
ZTF19abqqcyo 316.56439 -7.42014 316.56477 -7.41985
ZTF19abqqmui 330.41253 6.31586 330.41359 6.31768
ZTF19abqqvhd 350.05091 43.36603 350.05139 43.36556
ZTF19abqrrto 55.80432 40.16611 55.80375 40.16557
ZTF19abqsmns 255.68504 55.98810 255.68502 55.98809
ZTF19abqsojs 255.63153 41.21720 255.62793 41.21943
ZTF19abqsvgf 282.73153 39.39767 282.73261 39.39903
ZTF19abqviuy 5.14548 5.75419 5.14421 5.75506
ZTF19abqxhhr 11.13053 -1.52183 11.13094 -1.52229
ZTF19abqxzok 54.57536 41.29439 54.57534 41.29427
ZTF19abqybcz 33.01931 -25.74453 33.01890 -25.74463
ZTF19abqykyd 79.60075 4.40635 79.60066 4.40670
ZTF19abqynnh 106.23324 33.56498 106.23712 33.56298
ZTF19abqyoxh 113.54202 58.71032 113.54678 58.70048
ZTF19abqysic 78.61368 6.02846 78.61424 6.02796
ZTF19abrcvzz 339.38712 41.40827 339.38807 41.40875
ZTF19abrdnty 83.81184 17.60891 83.81117 17.60901
ZTF19abrelog 248.43144 43.06544 248.43158 43.06450
ZTF19abrhyqs 349.45373 -27.22669 349.45329 -27.22771
ZTF19abrmlxu 14.97344 2.90873 14.97363 2.90902
ZTF19abrogbl 57.24838 0.92598 57.24912 0.92691
ZTF19abrsssx 328.52202 -16.15802 328.52105 -16.15949
ZTF19abrsuah 315.16112 -16.81907 315.16156 -16.81948
ZTF19abrvagn 289.31218 -16.74787 289.31210 -16.74683
ZTF19absfopz 266.33450 44.40843 266.33378 44.40877
ZTF19abtcapa 32.96698 28.30862 32.96677 28.30852
ZTF19abtnbtt 279.10881 24.01248 279.10891 24.01237
ZTF19abtnftd 291.75041 47.93490 291.75043 47.93485
ZTF19abtqqaz 3.42648 15.55061 3.42581 15.55161
ZTF19abtsrup 56.50665 -20.50780 56.50664 -20.50783
ZTF19abttrte 70.81490 -15.54852 70.80660 -15.56110
ZTF19abttstb 69.08534 -13.90895 69.08415 -13.90954
ZTF19abtuigb 224.61170 8.21200 224.61171 8.21092
ZTF19abtulak 272.52421 39.96322 272.52491 39.96359
ZTF19abuayqg 270.00000 -80.00000 338.50690 27.26075
ZTF19abuazly 334.82836 10.66569 334.82833 10.66557
ZTF19abuclhk 56.62616 41.97258 56.62635 41.97249
ZTF19abucvgu 77.67519 -18.60853 77.67379 -18.60725
ZTF19abucvhz 82.30388 -14.29228 82.30436 -14.29115
ZTF19abuejud 225.38899 49.11245 225.38946 49.10961
ZTF19abugzfy 324.85981 14.87135 324.86021 14.87167
ZTF19abuhlxk 327.65494 36.45574 327.65816 36.45698
ZTF19abujhgm 33.58636 51.69660 33.58612 51.69657
ZTF19abujuex 25.70631 -27.86191 25.70635 -27.86184
ZTF19abulzlj 257.14597 51.47427 257.14552 51.47379
ZTF19abuonnx 330.25195 20.69988 330.25233 20.69884
ZTF19aburnqh 98.76731 62.97647 98.76498 62.96953
ZTF19abuxhqc 21.04213 6.97347 21.04137 6.97149
ZTF19abuzpmr 110.15806 52.77334 110.15717 52.77327
ZTF19abvalfd 240.96730 39.98441 240.96543 39.98548
ZTF19abvanim 251.45320 45.08766 251.45776 45.08638
ZTF19abvgnxg 29.14506 39.14085 29.14541 39.14093
ZTF19abvgwvp 270.00000 -80.00000 46.49364 -0.31702
ZTF19abvhduf 97.14064 56.07621 97.13973 56.07521
ZTF19abvhkst 20.02908 35.90150 20.02907 35.90152
ZTF19abvjcii 257.97059 72.42087 257.97047 72.42109
ZTF19abvjdfc 345.79728 6.73312 345.79719 6.73302
ZTF19abvvpoh 241.01613 18.47114 241.01609 18.47179
ZTF19abwaohs 297.35859 62.51599 297.35385 62.51894
ZTF19abwnpus 339.48834 7.46117 339.48678 7.46050
ZTF19abwouqp 355.24144 17.49586 355.24130 17.49579
ZTF19abwsbhn 73.60829 10.11348 73.60870 10.11388
ZTF19abwscog 13.29389 -21.51694 13.29356 -21.51688
ZTF19abwsdic 353.20491 -16.78819 353.20534 -16.78772
ZTF19abwsecm 49.59847 -1.93154 49.59916 -1.93044
ZTF19abwswzb 11.53369 9.13977 11.53349 9.13985
ZTF19abwsxug 31.51197 30.60753 31.51192 30.60758
ZTF19abwvals 73.25077 12.69286 73.25055 12.69303
ZTF19abxdnhr 257.44046 31.73938 257.43965 31.73923
ZTF19abxdnzt 239.58143 46.92796 239.58190 46.92806
ZTF19abxfeln 310.13441 1.81825 310.13467 1.81822
ZTF19abxfhrq 277.58450 50.74651 277.58415 50.74653
ZTF19abxfunp 300.28970 50.85996 300.28966 50.86011
ZTF19abxigfc 351.52236 -19.31759 351.52243 -19.31771
ZTF19abxihut 345.35385 -2.80195 345.35436 -2.80164
ZTF19abxiqqm 16.15884 71.96734 16.15919 71.96597
ZTF19abxiqve 17.73590 71.43463 17.73494 71.43385
ZTF19abxjimu 48.82468 42.69629 48.82637 42.69543
ZTF19abxtdgh 37.74736 22.40118 37.74704 22.40124
ZTF19abxvjkn 118.29797 16.60369 118.30007 16.60705
ZTF19abxvjzn 114.95304 21.97909 114.95315 21.97903
ZTF19abxvles 73.33616 -16.39532 73.33661 -16.39485
ZTF19abxvtiy 130.25806 49.29233 130.25966 49.29304
ZTF19abxvtmy 132.32869 46.38126 132.32950 46.38089
ZTF19abxvtxk 133.92688 51.21118 133.92529 51.21127
ZTF19abxwhxm 209.08019 28.53636 209.07964 28.53802
ZTF19abyatwa 349.83195 4.59000 349.83033 4.58963
ZTF19abycslo 33.81157 -12.16486 33.81174 -12.16452
ZTF19abyfbii 255.44113 11.60253 255.44162 11.60225
ZTF19abyfbik 267.64849 20.08880 267.64873 20.08922
ZTF19abyfbqn 261.52400 27.29417 261.52390 27.29419
ZTF19abyfhov 260.68974 11.42703 260.69342 11.42444
ZTF19abyflzw 299.51963 56.06556 299.51956 56.06534
ZTF19abyhxzp 20.49865 7.45116 20.49649 7.45271
ZTF19abyigib 3.95829 -23.95774 3.95817 -23.95780
ZTF19abyikbv 344.73052 40.93234 344.73041 40.93259
ZTF19abyirjl 30.47021 30.73331 30.47109 30.73358
ZTF19abyjgal 123.36198 65.45445 123.36187 65.45457
ZTF19abyjhpz 270.00000 -80.00000 123.18578 44.38893
ZTF19abyjjxp 108.69646 4.90686 108.69652 4.90680
ZTF19abylxyt 63.40376 26.57876 63.40371 26.57900
ZTF19abymhad 62.76227 -16.51260 62.76237 -16.51249
ZTF19abymvoy 143.79732 48.71898 143.79601 48.71829
ZTF19abymvpq 140.73143 54.02778 140.73119 54.02813
ZTF19abyreuq 303.49806 -23.59638 303.49880 -23.59364
ZTF19abywduc 88.73975 62.82459 88.73643 62.82649
ZTF19abywmqw 96.10096 53.92554 96.10358 53.92529
ZTF19abywqza 54.33817 5.35463 54.33834 5.35468
ZTF19abyzuos 66.09329 77.94501 66.08894 77.94480
ZTF19abzfmak 267.78562 24.80245 267.78649 24.80350
ZTF19abzhfjj 9.00656 -5.38389 9.00703 -5.38391
ZTF19abzhvxk 277.69855 23.41905 277.69824 23.41897
ZTF19abzhzet 244.63731 45.71571 244.64351 45.71320
ZTF19abzkexb 320.54939 11.56032 320.55027 11.56015
ZTF19abzkiuv 349.32825 -5.40535 349.32766 -5.40387
ZTF19abzkyjy 24.02768 -7.75724 24.02768 -7.75709
ZTF19abzlmwn 86.94128 50.21060 86.94104 50.21067
ZTF19abzlsbl 58.05018 -8.50769 58.04466 -8.50637
ZTF19abzmnrh 241.44108 10.59401 241.44112 10.59533
ZTF19abzmnuk 241.56378 15.64843 241.56405 15.64761
ZTF19abzmpku 232.61199 36.73893 232.61196 36.73889
ZTF19abzmpvb 235.36609 46.48515 235.36619 46.48519
ZTF19abzplvm 359.75126 45.48886 359.75188 45.48906
ZTF19abzprpk 15.12733 25.59400 15.12732 25.59430
ZTF19abzqdjy 353.11306 5.84877 353.11356 5.84889
ZTF19abzqkdz 28.57032 14.95893 28.56999 14.95892
ZTF19abzrjrg 125.04614 54.80496 125.04619 54.80503
ZTF19abzsitm 4.97039 -23.39433 4.97121 -23.39777
ZTF19abzsjpn 356.47457 -8.49100 356.47671 -8.48866
ZTF19abzulhk 354.72456 38.19443 354.72536 38.19411
ZTF19abzutid 270.00000 -80.00000 345.57258 15.94100
ZTF19abzvvkb 339.39213 13.39545 339.39222 13.39588
ZTF19abzvyew 346.37860 -11.54520 346.37860 -11.54519
ZTF19abzwtiu 8.17248 44.26863 8.17289 44.26876
ZTF19abzyiba 349.20710 -20.47677 349.20623 -20.47657
ZTF19abzysvw 35.90728 42.88685 35.91254 42.88597
ZTF19abzyvfi 45.56334 20.53243 45.56352 20.53087
ZTF19abzzgec 71.86207 -4.01344 71.86176 -4.01404
ZTF19abzzhgx 101.63362 41.80575 101.63298 41.80685
ZTF19abzzhsa 110.54914 52.19796 110.54905 52.19833
ZTF19acaiylt 121.72648 39.00652 121.72649 39.00668
ZTF19acajpre 226.51377 55.57391 226.51285 55.57305
ZTF19acaotrk 29.26012 7.29171 29.26021 7.29203
ZTF19acapeun 44.99760 30.98695 45.00170 30.98846
ZTF19acaqqix 148.13670 15.82685 148.13773 15.82545
ZTF19acaqqng 160.15714 41.75118 160.15801 41.75039
ZTF19acaqyjp 239.65262 44.90202 239.65181 44.90204
ZTF19acardcs 340.64522 17.96700 340.64533 17.96689
ZTF19acasiwm 350.52312 -6.06033 350.52309 -6.06033
ZTF19acavtco 110.27930 39.81941 110.28004 39.81820
ZTF19acaxcwg 356.56646 18.19328 356.56684 18.19352
ZTF19acazaug 305.37814 59.73885 305.37186 59.74065
ZTF19acazbqm 18.62207 37.04955 18.62183 37.04932
ZTF19acazpyz 30.43722 -1.33606 30.44668 -1.34098
ZTF19acbacvu 8.52367 5.35224 8.52346 5.35405
ZTF19acbihyi 154.33123 36.64981 154.33250 36.65104
ZTF19acbiwjk 272.03839 51.68693 272.03802 51.68635
ZTF19acbjddp 249.54108 68.46292 249.54242 68.46364
ZTF19acbjlnt 336.51636 21.74405 336.51635 21.74440
ZTF19acbjqcf 354.20676 12.84735 354.20683 12.84727
ZTF19acbkczc 310.37595 13.07309 310.37600 13.07304
ZTF19acbkyma 334.29352 11.92757 334.29340 11.92754
ZTF19acblnop 20.19977 -3.65354 20.20003 -3.65799
ZTF19acblpaq 27.75086 3.31228 27.75056 3.31239
ZTF19acblzux 54.49092 -5.00025 54.48915 -5.00073
ZTF19acbmddl 71.45688 -13.27623 71.45760 -13.27635
ZTF19acbmjrp 270.00000 -80.00000 64.56987 -0.13113
ZTF19acbmqpu 87.07987 -16.40006 87.08174 -16.39653
ZTF19acbmwtc 113.92719 20.46616 113.92706 20.46612
ZTF19acbmxxh 128.36122 30.80414 128.36189 30.80407
ZTF19acbnhkd 76.07365 70.92364 76.07261 70.92404
ZTF19acbpnii 321.97219 -24.60980 321.97241 -24.60899
ZTF19acbpqvc 313.87523 22.12435 313.87422 22.12407
ZTF19acbpwwg 276.05914 46.97570 276.05884 46.97546
ZTF19acbpxwt 240.98577 65.67160 240.98689 65.67120
ZTF19acbpzir 282.62532 80.18557 282.62438 80.18649
ZTF19acbqzvu 325.98365 33.57473 325.98418 33.57382
ZTF19acbrola 270.00000 -80.00000 346.22199 -13.00368
ZTF19acbrtbh 331.23969 2.38678 331.24013 2.38728
ZTF19acbswdq 7.08591 -0.85897 7.08591 -0.85842
ZTF19acbtcyx 20.13976 3.68953 20.13988 3.68944
ZTF19acbunmk 46.08225 -2.30597 46.08285 -2.30623
ZTF19acbuujf 39.84939 12.68050 39.84784 12.68048
ZTF19acbvllm 137.24393 12.42701 137.24303 12.42727
ZTF19acbvnaw 152.41785 30.11138 152.41983 30.11190
ZTF19acbvpjn 155.66460 46.23440 155.67655 46.24526
ZTF19acbvquo 154.16350 34.54762 154.16432 34.54745
ZTF19acbvrhb 80.68544 -22.87696 80.68442 -22.87958
ZTF19acbvujw 172.31008 61.27065 172.31275 61.26906
ZTF19acbwaah 162.32998 22.98049 162.32768 22.98269
ZTF19acbwhqc 256.19246 15.35371 256.19102 15.35429
